"","x"
"86","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
스타워즈 인 콘서트: 새로운 희망 공연 이미지© News1(서울=뉴스1) 박정환 문화전문기자 = 대표적 SF영화 중 하나인 '스타워즈'를 클래식 콘서트로 만난다. '스타워즈 인 콘서트: 새로운 희망'이 오는 8월 3일과 4일 이틀간 서울 송파구 잠실 롯데콘서트홀에서 공연한다.이번 공연은 롯데콘서트홀 공연장 내에 가로 12m, 세로 6.5m 규모의 초대형 스크린을 설치해 실감나는 영상과 웅장한 사운드를 동시에 느낄 수 있는 필름 콘서트다. 롯데콘서트홀은 2016년과 2017년에 '탄둔 무협영화 3부작'과 '프랑켄슈타인의 신부'에 각각 선보인 바 있다.이번 '스타워즈 인 콘서트: 새로운 희망'에서는 '스타워즈' 시리즈 중 1977년 개봉작 '스타워즈: 새로운 희망'을 스크린에 상영한다. 이 작품은 영화 음악감독 겸 작곡가 존 윌리엄스가 음악을 맡았으며 2005년 미국 영화 연구소로부터 “미국 역사상 가장 위대한 영화음악”이라는 평가를 받았다.영화 사운드트랙을 무대 위 오케스트라의 라이브 연주로 선보인다. 지휘와 연주는 지휘자 백윤학과 코리아쿱오케스트라가 맡는다. 이들은 2016년 롯데콘서트홀 제야음악회, 2017년 '픽사 인 콘서트' '미녀와 야수 인 콘서트'를 연주한 바 있다.롯데콘서트홀 측은 ""이번 필름 콘서트를 통해 선보이는 존 윌리엄스의 사운드 트랙은 단지 영화의 배경 음악이 아닌 영화를 살아 숨 쉬게 하는 생동감 넘치는 음악으로 웅장하면서도 생생한 감동을 관객들에게 선사할 것""이라고 말했다.스타워즈 인 콘서트: 새로운 희망 포스터 © News1art@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ 2018 러시아 월드컵 기사보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]
	
	"
"87","
	
	

	
		동영상 뉴스
		
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[날씨] 오후 남부 요란한 소나기…주말 전국 장마권[앵커]오늘 장맛비는 쉬어가지만 남부지방과 영서에 소나기가 지나겠고 낮 동안 후텁지근하겠습니다.주말에는 다시 장마전선이 북상한다고 하는데요.자세한 날씨는 야외에 나가 있는 기상캐스터 연결해서 알아보겠습니다.구본아 캐스터.[캐스터]네, 남부지방에 계신 분들은 며칠간 이어진 장맛비 때문에 약속을 잡거나 일을 할 때도 많이 불편하셨을 겁니다.그런데 오늘 하루는 장맛비가 쉬어갑니다.하지만 가방 안에 작은 우산 하나 정도는 넣어두시는 편이 좋겠는데요.우선 오늘 전국적으로 하늘은 흐리겠고요.중부지방은 낮까지 산발적으로 빗방울이 떨어질 수가 있겠습니다.그리고 오후에는 대기불안정으로 인해서 강원 영서와 남부 내륙을 중심으로 강한 소나기가 지나겠습니다.오늘 낮 기온은 서울이 28도, 대구가 31도로 후텁지근하겠습니다.현재 장마전선은 제주도 남쪽해상에 위치하고 있습니다.따라서 제주도는 오후에 장맛비가 내릴 텐데요.그런데 중요한 건 장마전선이 차츰 북상을 합니다.내일 새벽에 남해안을 시작으로 오전 중에는 전국으로 장맛비가 확대되겠습니다.그리고 이틀간 많은 양을 뿌릴 텐데요.우선 내일은 충청과 남부지방에 비가 집중이 되겠고요.모레는 서해안과 중부지방으로 많은 비가 쏟아지겠습니다.이틀간 예상되는 강수량은 서울을 포함한 수도권과 남해안 또 제주 산간에 150mm 이상, 그밖의 전국은 40~100mm 정도로 양이 제법 많겠습니다.그리고 곳에 따라서는 집중호우와 함께 천둥, 번개가 동반될 수 있겠고요.또 지반이 많이 약해져 있는 만큼 안전사고에 각별히 유의하셔야겠습니다.지금까지 날씨 전해드렸습니다.(구본아 기상캐스터)연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 연합뉴스TV 네이버 채널 구독   ▶ 생방송 시청 ▶ 대한민국 뉴스의 시작, 연합뉴스TV 앱 다운받기"
"88","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	오늘(29일) 전국이 대체로 흐린 가운데 강원 영서와 남부 내륙에는 오후에 소나기가 내리겠습니다.예상 강수량은 강원 영서와 전라 내륙, 경상 내륙에 최대 30mm로 예보됐습니다.낮 최고기온은 26도에서 31도로 어제와 비슷하겠고 미세먼지 농도는 전 권역에서 좋음 수준을 보이겠습니다.김동우 기자(eastright@sbs.co.kr)☞ 의견 있는 경제채널 SBSCNBC [홈페이지]  [뉴스스탠드]☞ 공식 SNS [페이스북] 저작권자 SBS플러스 & SBS I&M 무단전재-재배포 금지
	
	"
"89","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	한강 둔치 너머하늘엔 타다 만 연탄이 한 장 떠 있어요 눈도 입도 다 지운 누이는 창백할 뿐, 내겐 아무 감흥도 더할 것 뺄 것도 없이 그래야 합니다1973년 이후, 강물에 세상 저녁을 불빛과 봉합하며 재봉틀이 돕니다재봉틀에 앉은 누이 마름질은 손톱을 박아 잠시 붉고요 이슬은 어떤 이의 눈가를 지나 풀잎에 맺혀 반짝이다 야트막히 별로 뜹니다■시는 서정을 적는 것이지 서사를 도모하는 것이 아니다. 그런데 사람의 정서와 감정은 즉각적이고 순간적이기도 하지만, 오랜 시간 동안 다독여 온 사연과 그럼에도 불구하고 말로는 다 이룰 수 없는 절절한 내력으로부터 발원하기도 한다. 그러니 어떤 서정은 서사를 품고 있으며 때로는 그를 능가하기도 한다. 추측건대 이 시는 45년 전에 죽은 누이를 떠올리며 쓴 듯하다. ""1973년 이후"" 그리고 ""눈도 입도 다 지운 누이""라고 적혀 있으니 말이다. 어쨌거나 시인은 ""노을""을 바라보며 ""타다 만 연탄"" ""한 장""을 떠올린다. ""타다 만 연탄"" ""한 장""이라니! 비단 시인의 누이만은 아니었으리라. 또한 저 1970년대에 재봉틀 앞에 앉아 있던 여공들만은 아니었으리라. 감히 절묘하다거나 적확하다거나 따위의 언사가 무색하리만큼 이 문장은 아니 이 시는 한 시대를 통째로 우리 앞에 현재화한다. 채상우 시인▶ 네이버 채널 설정하고, 룰렛 당첨 확인 GO ▶ 양낙규의 '군사이야기' ▶ 재미와 신기 '과학을읽다'"
"90","
	
	

	
		동영상 뉴스
		
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	독일전에서 무실점 경기를 만들어낸 조현우 선수의 선방이 연일 화제입니다.외국 매체들로부터 높은 평점을 받은 조현우 선수의 경기 하이라이트 장면 다시 보시죠.첫 월드컵 무대에서 진가를 유감없이 발휘한 조현우 선수! 앞으로의 활약 기대됩니다.▶ 독일전에서 빛난 조현우의 선방 퍼레이드   ☞ [박지성과 다시 뜨겁게] 러시아월드컵 최신 경기 하이라이트 영상 보러가기!☞ [SDF X 김동식] D포럼, 김동식 작가 신작 단독 연재! 바로 가기 ※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지
	
	"
"91","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
한울원전 6호기 [연합뉴스 자료사진](울진=연합뉴스) 최수호 기자 = 한국수력원자력 한울원자력본부는 한울원전 6호기(가압경수로형·100만kW급)가 정밀 점검을 마치고 29일 0시 23분에 발전을 재개했다고 밝혔다.    한울 6호기는 지난 3일 원자로 냉각재펌프 4대 가운데 1대가 고장 나 원자로 보호신호에 의해 원자로가 자동 정지됐다.     정지 원인은 발전소 제어계통 전자카드에 내장된 부품이 고장 난 것으로 드러났다.     본부는 고장 난 전자카드와 동일한 제어계통 카드 320장을 정밀 점검하는 등 후속조치를 한 뒤 발전을 재개했다.    한울 6호기는 30일 오전 4시께 100％ 출력에 도달할 예정이다.     suho@yna.co.kr▶기사제보 및 문의▶뉴스가 보여요 - 연합뉴스 유튜브  ▶2018 러시아 월드컵의 모든 것
	
	"
"92","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
2018 러시아 월드컵에서 페어플레이 점수로 탈락하게 된 세네갈 축구대표팀. /사진=뉴시스일본이 경기 막판 시간 끌기 전략으로 16강 진출에 성공한 가운데 '페어플레이 점수'에 관심이 커지고 있다.  일본은 29일(이하 한국시간) 러시아 볼고그라드 아레나에서 열린 대회 조별리그 H조 3차전에서 폴란드에 0-1로 패했다.이날 1승1무1패(승점4)를 기록한 일본은 콜롬비아에 진 세네갈(승점4)과 골득실, 다득점, 승자승까지 모두 동률을 이뤘지만 페어플레이 점수에서 앞서며 조 2위로 16강에 올랐다.페어플레이 점수는 이번 대회 비디오 판독시스템(VAR)과 더불어 처음으로 도입된 규정이다. 페어플레이 점수는 승점, 골득실, 다득점에 승자승까지 같을 경우 순위를 가리는 요소다. 일본과 세네갈이 바로 그랬다. 모든 기록이 같았고 두 팀의 대결도 무승부였다. 결국 이날 페어플레이 점수로 16강 운명이 갈렸다.페어플레이 점수는 경고와 퇴장 숫자로 계산한다. 경고는 1장에 -1점이고 경고 누적에 의한 퇴장은 -3점이 주어진다. 즉각 퇴장은 -4점이다. 또 경고를 받은 상태에서 레드카드로 퇴장 당하면 -5점이다.조별리그 3경기에서 경고 6장을 받은 세네갈은 –6점으로, 4장을 받아 –4점인 일본에 뒤져 16강 진출이 좌절됐다. 일본과 세네갈은 조별리그에서 퇴장이 없었지만 경고 숫자에서 세네갈이 일본보다 2장이 더 많았기 때문이다.이에 페어플레이 점수로 탈락하게 된 세네갈의 알리우 시세 감독은 규정을 존중한다면서도 적용에 있어 아쉬움을 드러냈다. 시세 감독은 ""페어플레이 점수는 규칙 가운데 하나이며 우리는 이를 존중한다""고 말했다. 이어 ""규칙이 잔인한 지는 잘 모르겠지만 경기장에서 선수들에게 옐로우 카드를 피하기 위해 뛰라고 지시할 수는 없다""며 ""축구할 때 다른 선수들과 신체 접촉은 불가피하다. 이것이 우리가 축구를 하는 방식""이라고 규칙 적용이 다소 지나치다는 입장을 우회적으로 전했다.류은혁 기자 ehryu@mt.co.kr▶ 머니S 페이스북  ▶ 머니S 인스타그램  ▶ 최신 웹툰이 매일 공짜"
"93","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
뮤지컬 '붉은 정원' 29일 개막투르게네프 소설 '첫사랑' 무대화CJ문화재단 '스테이지업' 지원작뮤지컬 ‘붉은 정원’에 출연하는 배우 에녹(상단 왼쪽부터), 이정화, 박정원, 정상윤, 김금나, 송유택(사진=벨라뮤즈).[이데일리 장병호 기자] 1830년대 러시아를 배경으로 한 고전적인 첫사랑 이야기가 대학로 소극장 무대에 오른다. CJ문화재단은 ‘스테이지업’ 기획공연으로 뮤지컬 ‘붉은 정원’을 오는 29일부터 7월 29일까지 서울 종로구 CJ아지트 대학로에서 공연한다.‘붉은 정원’은 톨스토이, 도스토옙스키와 함께 러시아 3대 문호로 불리는 이반 투르게네프의 소설 ‘첫사랑’을 무대화한 작품이다. 아직 사랑에 빠져본 적 없는 18세 소년 이반이 옆집에 사는 매혹적이고 당찬 지나를 짝사랑하면서 벌어지는 이야기를 그린다. 뮤지컬 ‘카라마조프’와 ‘줄리앤폴’로 각각 CJ문화재단 ‘스테이지업’ 지원을 받았던 작가 정은비, 작곡가 김드리가 의기투합해 만든 뮤지컬이다. 지난해 리딩 공연에 이어 본 공연으로 무대에 오르게 됐다.개막을 하루 앞둔 28일 CJ아지트 대학로에서 연 하이라이트 시연회에서 정은비 작가는 “사랑의 다양한 모습을 보여주는 작품을 만들고 싶었다”며 “사랑의 아픔, 고통, 이기심 등이 관객에게 어필했으면 한다”고 말했다. 또한 “고전적인 음악, 고전적인 텍스트를 무대에서 마음껏 살려보고 싶었다”고 설명했다.연출은 ‘올슉업’ ‘신과 함께-저승편’ 등에 참여한 연출가 성재준이 맡았다. ‘라흐마니노프’ ‘살리에르’ 등의 음악을 맡았던 작곡가 겸 피아니스트 이진욱이 음악감독으로 참여했다. 성재준 연출은 “그동안 소극장에서 클래식함을 보여주는 뮤지컬은 드물었다”며 “의상, 무대 등을 고증을 거쳐 만들고 여러 인물의 시선을 보여줄 수 있는 작품으로 만들고자 했다”고 말했다. 이진욱 음악감독은 “음악과 드라마가 잘 만나서 억지스럽지 않고 자연스럽게 다가가는데 주안점을 뒀다”고 말했다.리딩 공연부터 함께 해온 정상윤, 이정화를 비롯해 에녹, 김금마, 박정원, 송유택 등의 배우들이 이번 공연에 출연한다. 빅토르 역의 에녹은 “가사의 라임, 대사의 톤 등 짜임새 있는 대본에 끌렸다”며 “잘 만들어진 현악 4중주를 들을 때와 같은 매력이 있는 작품이다”라고 소개했다. 지나 역에 더블캐스팅된 이정화, 김금나는 “사랑에 적극적인 여성 캐릭터는 처음이라 재미있고 새로운 도전이 됐다”고 입을 모았다.CJ문화재단의 ‘스테이지업’은 뮤지컬 ‘여신님이 보고 계셔’ ‘풍월주’ ‘균’ ‘아랑가’ ‘판’, 연극 ‘바람직한 청소년’ 등을 통해 다양한 공연과 창작자를 지원해왔다. CJ문화재단 관계자는 “‘붉은 정원’은 신인과 베테랑으로 어우러진 원 팀의 저력이 묻어나는 작품”이라고 말했다. 티켓 가격 3만3000~5만5000원. 인터파크, CJ아지트에서 예매할 수 있다.장병호 (solanin@edaily.co.kr)20~30대를 위한 취업, 금융, 생활 정보가 가득 [스냅타임▶]네이버 홈에서 ‘이데일리’ 기사 보려면 [구독하기▶]최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞
	
	"
"94","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
기독교 음악인 ‘메이심포니 오케스트라’ 내달 5일 영산아트홀서 공연기독교 음악인으로 구성된 메이(MAY)심포니 오케스트라는 다음 달 5일 오후 7시 30분 서울 영등포구 국민일보 빌딩 영산아트홀에서 ‘아이오스 하트 2 하트(Heart 2 Heart)’ 네번째 이야기 - 내 백성을 위로하라' 공연을 무대에 올린다. 공연에서는 베토벤의 운명 교향곡, 헨델의 메시아, 그리그의 페르퀸트 조곡, 오페라 투란도트 등의 클래식 곡을 들려 준다.  이어 은혜로운 찬송과 가곡 연주도 곁들일 예정이다.  피아니스트 노지영, 테너 정태성, 오르가니스트 백금옥 등이 출연한다.  이현미 지휘자는 “이번 공연을 통해 사랑이 식어지고 각박해지는 세상을 살면서 어려움을 겪는 이들을 위로하고, 관객들과 함께 하나님을 찬양하며 새 힘을 공급 받는 시간이 되길 기대하고 있다”고 했다.메이심포니 오케스트라는 (사)한국기독교문화사업단이 창단한 오케스트라이다.  단원 모두가 매일 말씀을 읽고 기도하는 음악 선교사들로 구성돼 있다. 인터파크 티켓에서 예매할 수 있다. 문의는 영산아트홀(02-6181-5260) 또는 (사)한국기독교문화사업단(1899-1718)으로 하면 된다.유영대 기자 ydyoo@kmib.co.kr[카카오 친구맺기] [페이스북][취재대행소 왱!(클릭)]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
"95","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	29일 2018 국제축구연맹(FIFA) 러시아 월드컵 조별 리그가 끝났다. 3경기를 모두 마친 32팀 중 16팀이 살아남아 치열한 경쟁을 펼친다. 이제부터는 패하면 바로 짐을 싸서 돌아가야 한다. 긴장감이 감돌 월드컵 16강 대진표에서 축구 팬들을 설레게 할 매치업이 눈에 띈다. ◆프랑스(C조 1위) vs 아르헨티나(D조 2위) - 6월30일 23:00(이하 한국시간)긴장감이 감돌 월드컵 16강 대진표에서 축구 팬들을 설레게 할 매치업들이 눈에 띈다.   사진은 리오넬 메시. /사진=메시 SNS 16강 첫 경기부터 우승 후보인 두 팀이 만난다. 프랑스와 아르헨티나에는 명문 클럽에서 활약하는 선수들이 즐비하다. FIFA 랭킹에서는 아르헨티나가 5위로 프랑스(7위)에 앞선다. 하지만 조별 리그에서 나타난 공격력을 감안하면 프랑스의 전력이 더 강해 보인다. 프랑스에는 폴 포그바(맨체스터 유나이티드), 앙투안 그리즈만(아틀레티코 마드리드), 키에런 음바페(파리 생제르맹) 등이 있고 아르헨티나에는 리오넬 메시(바르셀로나), 세르히오 아구에로(맨체스터 시티), 곤살로 이과인(유벤투스) 등이 이번 대회에 출전 중이다. 프랑스는 조별 리그에서 페널티킥으로 1골만 허용했을 정도로 단단한 수비를 자랑한다. 특히 은골로 캉테(첼시)가 중원에서 궂은 일을 도맡아 하면서 수비 안정화에 크게 기여하고 있다. 여기에 일찌감치 16강 진출을 확정짓고 조별 리그 최종전에서 주축들에게 휴식을 줘 16강 토너먼트를 준비했다. 반면 아르헨티나는 조별 리그에서 불안했다. 아르헨티나에는 세계 최고의 선수로 평가받는 메시가 있지만 1차전 첫 출전국 아이슬란드와 비겼고 크로아티아와의 2차전에서는 졸전 끝에 0-3으로 참패를 당했다. 남미 예선에서부터 불안했던 경기력이 되풀이됐다. 다행히 아르헨티나는 나이지리아와의 3차전에서 안정을 찾았다. 특히 전반전 45분 동안 펼쳤던 공수에서 균형 잡힌 경기력은 아르헨티나가 다른 팀에 위협을 줄 수 있음을 보여주기에 충분했다. 조별 리그 최종전에서 메시의 골이 터지고 극적인 승리를 거두면서 사기가 올랐다는 점은 아르헨티나로선 고무적이다. ◆우루과이(A조 1위) vs 포르투갈(B조 2위) - 7월1일 03:00 긴장감이 감돌 월드컵 16강 대진표에서 축구 팬들을 설레게 할 매치업들이 눈에 띈다. 사진은 우루과이 선수들./사진=수아레즈 SNS 캡처'창'과 '방패'의 대결로도 불린다. 이번 대회 최고의 수비를 자랑하는 우루과이(14위)와 '월드클래스 공격수' 크리스티아누 호날두(레알 마드리드)를 보유한 포르투갈(4위)의 만남이다. 우루과이는 디에고 고딘(아틀레티코 마드리드)을 중심으로 단단한 수비를 선보이며 조별 리그 3경기에서 유일하게 단 한 골도 내주지 않고 3전 전승을 기록했다. 여기에 루이스 수아레스(바르셀로나)와 에디손 카바니(파리 생제르맹)가 조별 리그에서 나란히 골 맛을 보면서 우루과이의 자신감은 더욱 커졌다. 안정된 수비에 이은 둘을 활용한 역습은 상대팀들에게 위협적일 수밖에 없다. 반면 포르투갈은 조별리그에서 1승2무로 기대에 미치지 못했다. 5골을 넣고 4골을 내주는 등 공격과 수비에서 모두 약점을 노출하면서 '유로 챔피언'의 위상을 보여주지 못했다. 하지만 포르투갈에는 최근 최고의 몸 상태를 자랑하는 호날두가 있다. 호날두는 스페인과의 첫 경기에서 혼자 3골을 터뜨렸다. 모로코와의 2차전에서도 결승골을 넣으면서 팀 승리를 이끌었다. 포르투갈의 8강 진출이 불가능하지 않다. 이유는 호날두다.강산 기자 kangsan@mt.co.kr▶ 머니S 페이스북  ▶ 머니S 인스타그램  ▶ 최신 웹툰이 매일 공짜"
"96","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
오는 7~8월 여름휴가 호텔(숙박) 예약 인기지역과 인기 키워드. /인포그래픽=호텔나우'물놀이' 최고 인기… 캐리비안베이·에버랜드 예약 1·2위올 여름휴가 트렌드로 호텔은 제주, 액티비티(체험레저)는 경기지역, 체험형 레저는 물놀이가 각각 꼽혔다. 이는 29일 호텔∙리조트 예약 서비스 호텔나우(대표 김가영)가 밝힌 '미리 보는 여름휴가 예약 트렌드'에 따른 것이다. 결과는 호텔나우가 지난 6월1~17일 고객이 예약한 7~8월 호텔 및 액티비티 데이터를 분석한 것이다.그 결과, 호텔 예약이 가장 많은 지역은 제주로 국내 호텔 예약건 중 35%를 차지했다. 2위는 강원(25%), 3위는 부산(15%) 지역이며 전라와 경상 지역은 각각 9%와 8%를 기록했다. 여름휴가지로 바닷가를 선호하는 경향이 반영된 것으로 풀이된다.호텔 예약 관련 최근 검색량이 급증한 키워드는 '수영장', '풀빌라', '리조트', '4인', '오션뷰' 등이다. 7~8월 여름휴가 액티비티 트렌드. /인포그래픽=호텔나우액티비티 지역별 예약 비중은 경기 지역이 50%로 가장 컸다. 이어 서울(20%), 제주(12%), 충남(5%), 강원(3%) 순이었다.액티비티 상품 유형별 예약률은 워터파크/스파 이용권(34%), 테마파크 이용권(23%), 입장권(22%), 레포츠(15%), 체험 및 축제(3%) 순으로 나타났다. 입장권 카테고리는 동∙식물원, 박물관 등 문화관광시설과 전시회, 테마카페를 포함한다. 개별 시설의 경우 캐리비안베이(34%), 에버랜드(20%), 샤갈 러브앤라이프 展(7%), 파라다이스스파 도고(6%), AK수상레저(5%)가 Top5에 올랐다. 판매 상위권 절반 이상을 물놀이시설이 차지, 여름철 물놀이 인기가 반영됐다.호텔나우 관계자는 ""이번 시즌부터 호텔 숙박뿐 아니라 레저∙액티비티 티켓 예약까지 할 수 있어 여름휴가객들의 관심이 크다""고 말했다.한편 호텔나우는 지난 5월 국내 숙박앱으로는 처음으로 레저∙액티비티 예약 서비스를 론칭했다. 박정웅 기자 parkjo@mt.co.kr▶ 머니S 페이스북  ▶ 머니S 인스타그램  ▶ 최신 웹툰이 매일 공짜"
"97","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	인터넷에서 화제가 되는 글을 공유하며 함께 고민해보는 [와글와글]. 이번에는 백수 남편과 이혼을 결심한 A씨의 이야기다. A씨는 생활비 마련부터 집안일까지 모두 자신이 도맡아 하고 남편은 옆에서 펑펑 놀기만 했다고 하소연 했다. 이 같은 소수의 사연들이 사실은 내 가족이나 친구가 겪고 있는 현실 일지 모른다. 다양한 일상 속 천태만상을 통해 우리 이웃들의 오늘을 들여다보자.게티 이미지 뱅크20대 후반의 A씨는 현재 작은 가게를 운영하고 있다. A씨의 남편은 평범한 회사를 다니다가 결혼 직전 해고를 당했다.결혼하면서 집과 차를 A씨가 장만해왔는데 백수가 된 남편 때문에 생활비까지도 모두 A씨의 몫이 됐다.남편이 새 직장을 금방 구할 거라 생각했지만 현실은 녹록지 않았다. 다행스럽게도 A씨의 가게에 손님이 늘면서 일손이 부족해졌고, 남편도 A씨와 함께 가게에서 일하며 돕기로 했다.하지만 쉬는 날 없이 회사 생활을 해온 남편은 해고당한 뒤 휴식을 취할 시간이 필요하다며 한 달 동안 훌쩍 여행을 떠났다.돌아와서는 A씨의 가게로 출근하기 시작했지만 하는 일이라곤 직원들에게 잔소리, 손님들과 수다 떠는 것이었다.A씨가 군소리 않고 그냥 내버려 두자 정도는 더욱 심해졌다. 남편은 자신이 일하고 싶을 때만 출근하고 친구와의 약속, 차 수리 등을 핑계로 가게에 나오지 않는 날이 많아졌다.참다 참다 머리끝까지 화가 치밀어 오른 A씨는 결국 ""이혼하자""는 말을 내뱉었고 남편은 ""미안하다""며 거듭 사과했다.그러다 갑자기 남편은 ""그냥 이혼하자. 대신 가게에서 일한 내 월급 내놓으라""면서 A씨를 괴롭히기 시작했다.A씨가 연락을 무시하자 남편은 ""장난으로 보이냐""며 ""노동청에 신고하겠다""고 협박까지 했다.집 장만, 생활비 마련, 집안일까지 모두 자기 몫이었다는 A씨. 남편에게 월급을 주는 것이 맞는지 모르겠다며 네티즌들에게 되물었다.네티즌들은 ""생활비를 안 주는 것도 이혼 사유이니 위자료를 달라고 해라"", ""일한 날짜와 시간까지 계산해 월급 주겠다고 해라"", ""자기 맘대로 나오고 말고 했으면 그건 영업방해다"", ""남편이 일한 돈을 최저시급으로 계산해 보여주고 지금까지 쓴 차액 내놓으라고 해라"" 등의 조언을 했다.또 다른 네티즌들은 A씨에게 ""가족사업은 신고해도 안 받아준다"", ""근로기준법에도 부부, 직계가족은 포함되지 않는다""라고 조언하기도 했다.조기현 중앙헌법법률사무소 대표변호사는 ""이 경우 남편과 아내가 공동 경영을 했다고 보는 편이 타당하다""고 밝혔다.부부 공동 경영의 경우 남편과 아내를 고용-피고용 관계로 볼 수는 없다는 것.조 변호사는 ""이혼할 때 재산분할은 기여도에 따라 결정되는데 A씨 같은 경우에는 남편에 비해 기여도가 압도적이므로 남편이 재산분할을 청구해봤자 가져갈 수 있는 비율은 크지 않을 것이다""라고 전망했다.이미나 한경닷컴 기자 helper@hankyung.com[한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지
	
	"
