age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight,
2018(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,갈색+흰색,448567201800695,http://www.animal.go.kr/files/shelter/2018/06/201806251406246_s.jpg,20180623,의창구 북면 천주로 855 앞 풀밭,[개] 믹스견,N,20180705,경남-창원1-2018-00471,20180625,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/201806251406246.jpg,종료(자연사),F,H-6-1-40-4  갈색+흰색. 코+입둘레:검정색. 목둘레+다리:흰색.,1(Kg),
2018(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,갈색+흰색,448567201800694,http://www.animal.go.kr/files/shelter/2018/06/201806251406970_s.jpg,20180623,의창구 북면 천주로 855 앞 풀밭,[개] 믹스견,N,20180705,경남-창원1-2018-00470,20180625,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/201806251406970.jpg,종료(자연사),M,H-6-1-40-3  갈색+흰색. 코+입둘레:검정색. 목둘레+다리:흰색.,1(Kg),
2018(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,검정색+갈색,448567201800693,http://www.animal.go.kr/files/shelter/2018/06/20180625140614_s.jpg,20180623,의창구 북면 천주로 855 앞 풀밭,[개] 믹스견,N,20180705,경남-창원1-2018-00469,20180625,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/20180625140614.jpg,종료(자연사),M,H-6-1-40-2  검정색+흰색. 가슴+다리:흰색.,1(Kg),
2015(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,갈색,448567201800692,http://www.animal.go.kr/files/shelter/2018/06/201806251406486_s.jpg,20180623,의창구 북면 천주로 855 앞 풀밭,[개] 믹스견,N,20180705,경남-창원1-2018-00468,20180625,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/201806251406486.jpg,보호중,F,H-6-1-40-1  갈색. 겁이 많음. 자견 4마리와 입소,7.6(Kg),
2012(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,흰색,448567201800691,http://www.animal.go.kr/files/shelter/2018/06/201806251306731_s.jpg,20180623,성산구 중앙동 참좋은동물병원 앞,[개] 포메라니안,Y,20180705,경남-창원1-2018-00467,20180625,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/201806251306731.jpg,종료(반환),M,H-6-1-39  흰색. 어깨끈+리드줄착용. 꼬리털 남기고 짧게 미용되어있음. 중성화되어있음.,5.8(Kg),
2013(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,유기동물및관리협회,051-971-6208,김해시,흰색,448535201800615,http://www.animal.go.kr/files/shelter/2018/06/20180625140634_s.jpg,20180623,김해시 서상동73-4,[개] 스피츠,N,20180705,경남-김해-2018-00621,20180625,055-330-4328,경상남도 김해시,http://www.animal.go.kr/files/shelter/2018/06/20180625140634.gif,종료(반환),M,특이사항 없음,6(Kg),
2015(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,유기동물및관리협회,051-971-6208,김해시,갈색&검정색,448535201800614,http://www.animal.go.kr/files/shelter/2018/06/201806251406310_s.jpg,20180623,김해119 구조대,[개] 믹스견,N,20180705,경남-김해-2018-00620,20180625,055-330-4328,경상남도 김해시,http://www.animal.go.kr/files/shelter/2018/06/201806251406310.gif,종료(반환),M,블루 칼라 목줄착용,5(Kg),
2010(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,유기동물및관리협회,051-971-6208,김해시,갈색&검정색,448535201800613,http://www.animal.go.kr/files/shelter/2018/06/201806251406842_s.jpg,20180623,김해시 삼방동 668-12,[개] 요크셔 테리어,N,20180705,경남-김해-2018-00619,20180625,055-330-4328,경상남도 김해시,http://www.animal.go.kr/files/shelter/2018/06/201806251406842.gif,보호중,M,특이사항 없음,2(Kg),
2018(년생),전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) ,유기동물제2보호소,010-9599-5400,영암군청,흰색,446494201800079,http://www.animal.go.kr/files/shelter/2018/06/201806231106951_s.jpg,20180623,남춘동길,[개] 믹스견,N,20180705,전남-영암-2018-00078,20180625,061-470-2163,전라남도 영암군,http://www.animal.go.kr/files/shelter/2018/06/201806231106951.jpg,보호중,M,아직 너무 어린 상태로 이유식이 필요함,1(Kg),
2017(년생),전라북도 익산시 서동로42길 77 (용제동) 16통 1반,익산유기동물보호소,010-3659-2380,이성엽,흰색,445468201800592,http://www.animal.go.kr/files/shelter/2018/06/201806232106634_s.jpg,20180623,익산시신동740-13,[개] 말티즈,N,20180705,전북-익산-2018-00483,20180625,063-859-5769,전라북도 익산시,http://www.animal.go.kr/files/shelter/2018/06/201806232106634.jpg,보호중,M,미용도잘되여있음 생후10개월정도보임,2.5(Kg),
2018(년생),충청남도 아산시 둔포면 둔포로 33 (둔포면) 충청남도 아산시 염치읍 석정리 99-21,중부벳동물병원,041-533-3563,최현주,갈색,444452201800554,http://www.animal.go.kr/files/shelter/2018/06/201806251306475_s.jpg,20180623,아산 온양온천역 유엘시티앞,[개] 믹스견,N,20180704,충남-아산-2018-00524,20180625,041-537-3831,충청남도 아산시,http://www.animal.go.kr/files/shelter/2018/06/201806251306475.jpg,종료(안락사),M,554호(523호 공고) 아픈강아지 있다고 신고됨. 6개월령,6(Kg),
2017(년생),경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,유기동물담당,흰,441414201800244,http://www.animal.go.kr/files/shelter/2018/06/201806251306516_s.jpg,20180623,경기도 연천군 백학면 노곡1리 노곡초등학교~통구리 인근,[개] 믹스견,N,20180705,경기-연천-2018-00171,20180625,031-839-2326,경기도 연천군,http://www.animal.go.kr/files/shelter/2018/06/201806251306516.jpg,종료(반환),M,양귀쫑긋.코검정색+분홍점.부정교합.온몸털오물찌듦/털갈이중.경계함.도망감.칩유무확인불가.,12(Kg),
2012(년생),경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,권형달(동두천시),갈/흰,441392201800266,http://www.animal.go.kr/files/shelter/2018/06/201806251706341_s.jpg,20180623,경기도 동두천시 불현동 휴먼시아 아파트 3단지 놀이터,[개] 시츄,U,20180705,경기-동두천-2018-00226,20180625,031-860-2311,경기도 동두천시,http://www.animal.go.kr/files/shelter/2018/06/201806251706341.jpg,종료(안락사),F,양귀털/꼬리끝털더긺.눈물자국심함.코검정색.앞니깨끗함/양위송곳니없음.부정교합.유선늘어짐.,5.5(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,백,430367201800589,http://www.animal.go.kr/files/shelter/2018/06/201806251106192_s.jpg,20180623,대전광역시 유성구 방동 대전알로에농장 인근,[개] 스피츠,U,20180705,대전-유성-2018-00591,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251106192.jpg,종료(안락사),F,특징없음,10.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,백,430367201800588,http://www.animal.go.kr/files/shelter/2018/06/201806251106763_s.jpg,20180623,대전광역시 유성구 방동 대전알로에농장 인근,[개] 스피츠,U,20180705,대전-유성-2018-00590,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251106763.jpg,종료(안락사),F,특징없음,10.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,백,430367201800587,http://www.animal.go.kr/files/shelter/2018/06/201806251106691_s.jpg,20180623,대전광역시 유성구 방동 대전알로에농장 인근,[개] 스피츠,U,20180705,대전-유성-2018-00589,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251106691.jpg,보호중,F,특징없음,10.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,백,430367201800586,http://www.animal.go.kr/files/shelter/2018/06/201806251106809_s.jpg,20180623,대너광역시 유성구 방동 대전알로에농장 인근,[개] 스피츠,U,20180705,대전-유성-2018-00588,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251106809.jpg,종료(안락사),F,특징없음,10.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,백,430367201800585,http://www.animal.go.kr/files/shelter/2018/06/201806251106932_s.jpg,20180623,대너광역시 유성구 방동 대전알로에농장 인근,[개] 스피츠,U,20180705,대전-유성-2018-00587,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251106932.jpg,종료(안락사),F,특징없음,10.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,황,430367201800584,http://www.animal.go.kr/files/shelter/2018/06/20180625100631_s.jpg,20180623,대전광역시 유성구 둔곡동 둔곡터널 인근,[개] 푸들,U,20180705,대전-유성-2018-00586,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/20180625100631.jpg,종료(안락사),F,특,5.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,황,430367201800583,http://www.animal.go.kr/files/shelter/2018/06/201806251006526_s.jpg,20180623,대전광역시 유성구 둔곡동 둔곡터널 인근,[개] 푸들,U,20180705,대전-유성-2018-00585,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251006526.jpg,종료(안락사),F,특징없음,5.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,황,430367201800582,http://www.animal.go.kr/files/shelter/2018/06/201806251006650_s.jpg,20180623,대전광역시 유성구 둔곡동 둔곡터널 인근,[개] 푸들,U,20180705,대전-유성-2018-00584,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251006650.jpg,종료(안락사),F,특징없음,5.00(Kg),
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,황,430367201800580,http://www.animal.go.kr/files/shelter/2018/06/201806251006690_s.jpg,20180623,대전광역시 유성구 둔곡동 둔곡터널 인근,[개] 푸들,U,20180705,대전-유성-2018-00582,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251006690.jpg,종료(안락사),F,특징없음,5.00(Kg),
2017(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,042-825-1118,민규홍,황백,430367201800577,http://www.animal.go.kr/files/shelter/2018/06/201806251006691_s.jpg,20180623,대전광역시 유성구 원내동 199-16 인근,[개] 웰시 코기 펨브로크,U,20180705,대전-유성-2018-00599,20180625,042-611-2696,대전광역시 유성구,http://www.animal.go.kr/files/shelter/2018/06/201806251006691.jpg,종료(반환),M,목줄/ 리드줄,5.00(Kg),
2016(년생),인천광역시 강화군 강화읍 강화대로 217 (강화읍/ 린나이보일러) ,베스트동물병원,032-934-9340,강화군청,검정색,428357201800368,http://www.animal.go.kr/files/shelter/2018/06/201806251706292[1]_s.jpg,20180623,갑곳리 예스마트 앞 버스정류장,[개] 포메라니안,N,20180705,인천-강화-2018-00236,20180625,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/06/201806251706292[1].jpg,종료(반환),F,전체 검정색,3.76(Kg),
2017(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,갈,428353201800483,http://www.animal.go.kr/files/shelter/2018/06/201806241006429_s.jpg,20180623,남동구 구월동1140코아르파크,[개] 푸들,U,20180705,인천-남동-2018-00410,20180625,032-453-6093,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/06/201806241006429.jpg,보호중,F,순함,6(Kg),
2013(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회 ,032-515-7567,최재영,흰,428351201800477,http://www.animal.go.kr/files/shelter/2018/06/201806240906238_s.jpg,20180623,남구 학익119안전센터,[개] 진도견,U,20180705,인천-남구-2018-00373,20180625,032-880-4383,인천광역시 미추홀구,http://www.animal.go.kr/files/shelter/2018/06/201806240906238.jpg,종료(반환),F,가죽목줄/귀갈색털,18(Kg),
2018(년생),대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,명곡역동물병원,053-633-7579,달성군,갈색,427348201800490,http://www.animal.go.kr/files/shelter/2018/06/201806231906840_s.jpg,20180623,달성군 옥포면 옥포면사무소근처,[개] 시베리안 허스키,N,20180705,대구-달성-2018-00345,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231906840.jpg,종료(입양),M,6개월령 추정/순함,15.00(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백회흑,427348201800489,http://www.animal.go.kr/files/shelter/2018/06/20180623140646_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00344,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/20180623140646.jpg,종료(자연사),Q,포유못하고 있음,0.20(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백,427348201800488,http://www.animal.go.kr/files/shelter/2018/06/201806231406215_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00343,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406215.jpg,보호중,Q,귀 목부분검은털,0.30(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백,427348201800487,http://www.animal.go.kr/files/shelter/2018/06/201806231406374_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00342,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406374.jpg,보호중,Q,없음,0.31(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백,427348201800485,http://www.animal.go.kr/files/shelter/2018/06/201806231406246_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00340,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406246.jpg,보호중,Q,요천골부 검은털있음,0.30(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백,427348201800484,http://www.animal.go.kr/files/shelter/2018/06/201806231406871_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00339,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406871.jpg,보호중,Q,없음,0.31(Kg),
2018(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백,427348201800483,http://www.animal.go.kr/files/shelter/2018/06/201806231406279_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00338,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406279.jpg,보호중,Q,없음,0.30(Kg),
2015(년생),대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,포산동물병원,053-616-2478,달성군,백황,427348201800482,http://www.animal.go.kr/files/shelter/2018/06/201806231406241_s.jpg,20180623,대구 달성군 논공읍 하리 210-5,[개] 믹스견,N,20180705,대구-달성-2018-00337,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231406241.jpg,종료(입양),F,분만3일째,8.50(Kg),
2018(년생),대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,화원연합동물병원,053-634-7975,달성군,담황색,427348201800481,http://www.animal.go.kr/files/shelter/2018/06/201806231106841_s.jpg,20180623,화원유원지,[개] 믹스견,N,20180705,대구-달성-2018-00336,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231106841.jpg,종료(입양),M,등록칩없음. 친화적 성격,5.8(Kg),
2018(년생),대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,화원연합동물병원,053-634-7975,달성군,검정,427348201800480,http://www.animal.go.kr/files/shelter/2018/06/201806231106582_s.jpg,20180623,화원유원지,[개] 믹스견,N,20180705,대구-달성-2018-00335,20180625,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/06/201806231106582.jpg,종료(입양),M,설사. 등록칩없음. 친화적 성격,6.3(Kg),
2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,051-971-6208,권도훈,갈색,426336201800278,http://www.animal.go.kr/files/shelter/2018/06/201806251706699_s.jpg,20180623,강동동 1472-1,[개] 믹스견,U,20180705,부산-강서-2018-00274,20180625,051-970-4815,부산광역시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806251706699.jpg,보호중,M,강서277,2(Kg),
2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,051-971-6208,권도훈,검정색,426336201800277,http://www.animal.go.kr/files/shelter/2018/06/201806251706105_s.jpg,20180623,강동동 1472-1,[개] 믹스견,U,20180705,부산-강서-2018-00273,20180625,051-970-4815,부산광역시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806251706105.jpg,보호중,F,강서276,2(Kg),
2008(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,051-971-6208,권도훈,갈색,426336201800275,http://www.animal.go.kr/files/shelter/2018/06/201806251706380_s.jpg,20180623,가덕해안로 787-1,[개] 포메라니안,U,20180705,부산-강서-2018-00271,20180625,051-970-4815,부산광역시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806251706380.jpg,보호중,M,강서274,2(Kg),
2018(년생),부산광역시 강서구 군라2길 206 (대저2동) ,부산동물보호센터,051-832-7119,박미은,흰색,426325201800121,http://www.animal.go.kr/files/shelter/2018/06/201806251606892[1]_s.jpg,20180623,중앙동4가 90-9 부두주차장,[개] 믹스견,N,20180703,부산-중구-2018-00122,20180625,051-600-4481,부산광역시 중구,http://www.animal.go.kr/files/shelter/2018/06/201806251606892[1].jpg,보호중,Q,중구1-77호/미용,1(Kg),
2012(년생),부산광역시 강서구 군라2길 206 (대저2동) ,부산동물보호센터,051-832-7119,박미은,흰색,426325201800120,http://www.animal.go.kr/files/shelter/2018/06/201806251606299_s.jpg,20180623,구청당직실,[개] 말티즈,N,20180703,부산-중구-2018-00121,20180625,051-600-4481,부산광역시 중구,http://www.animal.go.kr/files/shelter/2018/06/201806251606299.jpg,보호중,M,중구1-76호/ 미용,2.5(Kg),
2014(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,손영민,갈/검/흰,411323201800328,http://www.animal.go.kr/files/shelter/2018/06/201806251606661_s.jpg,20180623,송파구 오금동 127-14 인근,[개] 시츄,U,20180705,서울-송파-2018-00155,20180625,02-2147-2517,서울특별시 송파구,http://www.animal.go.kr/files/shelter/2018/06/201806251606661.jpg,종료(반환),F,칩있음.양귀끝/꼬리털좀더긺.외이염.왼눈위축.코검정색.어금니누런치석.사람좋아함.얌전함.,3.6(Kg),
2018(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,이웅진,연갈/흰,411322201800321,http://www.animal.go.kr/files/shelter/2018/06/201806251706104_s.jpg,20180623,강남구 역삼동 공원내,[개] 말티즈,U,20180705,서울-강남-2018-00130,20180625,02-3423-5517,서울특별시 강남구,http://www.animal.go.kr/files/shelter/2018/06/201806251706104.jpg,종료(안락사),F,양귀쳐짐/뒤로잘넘김.코검정색.네다리/엉덩이변오물오염.활발함.사람좋아함.외이염.왼뒷다리이상.,4.2(Kg),
2017(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,조은정,검/갈,411312201800290,http://www.animal.go.kr/files/shelter/2018/06/201806251706933_s.jpg,20180623,서대문구 포방터길 50 인근,[개] 닥스훈트,Y,20180705,서울-서대문-2018-00071,20180625,02-330-1918,서울특별시 서대문구,http://www.animal.go.kr/files/shelter/2018/06/201806251706933.jpg,종료(반환),M,칩있음.오른눈눈곱조금.코검정색.양위송곳니유치남음/치석심함.배꼽탈장.활발함.,4.9(Kg),
2018(년생),경기도 양주시 남면 감악산로 63-37 (남면) ,동물구조관리협회,031-868-2851,이영신,검/흰,411310201800531,http://www.animal.go.kr/files/shelter/2018/06/201806251706617_s.jpg,20180623,노원구 월계동 사슴1단지 106동 인근,[개] 믹스견,U,20180705,서울-노원-2018-00115,20180625,02-2116-3473,서울특별시 노원구,http://www.animal.go.kr/files/shelter/2018/06/201806251706617.jpg,종료(입양),F,양귀쫑긋.코검정색.거친털.소심.활발함.사람좋아함.단미안됨.털상태양호함.,3.2(Kg),
2008(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,민서원,갈/흰,411308201800257,http://www.animal.go.kr/files/shelter/2018/06/201806251706757_s.jpg,20180623,강북구 번동 주공3단지 아파트 인근,[개] 코카 스파니엘,U,20180705,서울-강북-2018-00186,20180625,02-901-6457,서울특별시 강북구,http://www.animal.go.kr/files/shelter/2018/06/201806251706757.jpg,종료(안락사),F,고령.양귀외이염.오른귀폴립.백내장.눈곱.코진갈색.전신피부질환심함.몸곳곳탈모.사람따름.얌전함.,9.4(Kg),
2015(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,민서원,검/흰,411308201800256,http://www.animal.go.kr/files/shelter/2018/06/201806251706746_s.jpg,20180623,강북구 인수봉로 20가길 24 인근,[개] 푸들,U,20180705,서울-강북-2018-00185,20180625,02-901-6457,서울특별시 강북구,http://www.animal.go.kr/files/shelter/2018/06/201806251706746.jpg,종료(반환),F,코검정색.어금니깨끗함.겁많음.얌전함.사람따름.단미안됨.털상태양호함.,6.9(Kg),
2014(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,민서원,갈/흰,411308201800255,http://www.animal.go.kr/files/shelter/2018/06/201806251706806_s.jpg,20180623,강북구 번동 309 강북동물병원 인근,[개] 시츄,U,20180705,서울-강북-2018-00184,20180625,02-901-6457,서울특별시 강북구,http://www.animal.go.kr/files/shelter/2018/06/201806251706806.jpg,종료(입양),F,눈곱조금.눈물자국.코검정색.부정교합.몸곳곳털약간뭉침.배꼽탈장.얌전함.사람따름.낑낑거림.,5(Kg),
2017(년생),경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,배범철,갈/검,411307201800350,http://www.animal.go.kr/files/shelter/2018/06/201806251306488_s.jpg,20180623,성북구 안암동 인근,[개] 믹스견,U,20180705,서울-성북-2018-00169,20180625,02-2241-3963,서울특별시 성북구,http://www.animal.go.kr/files/shelter/2018/06/201806251306488.jpg,종료(반환),F,양귀쫑긋.코검정색.겁많음/으르렁거림.칩유무확인불가.단미안됨.털상태때탐.,15(Kg),
2016(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,배장환,갈,411303201800221,http://www.animal.go.kr/files/shelter/2018/06/201806251606202_s.jpg,20180623,성동구 금호동4가 금호사거리 인근,[개] 푸들,N,20180705,서울-성동-2018-00125,20180625,02-2286-6146,서울특별시 성동구,http://www.animal.go.kr/files/shelter/2018/06/201806251606202.jpg,종료(안락사),M,양귀털/꼬리끝털더긺.눈물자국.코검정색.침흘림.얌전함.사람따름.단미됨.털상태양호함.,6.1(Kg),
2011(년생),서울특별시 용산구 한남동 653-26,펫토이동물병원,02-795-2184,이은영,흰색,411302201800377,http://www.animal.go.kr/files/shelter/2018/06/201806231506543_s.jpg,20180623,한남동,[개] 미니어쳐 푸들,Y,20180705,서울-용산-2018-00148,20180625,02-2199-8053,서울특별시 용산구,http://www.animal.go.kr/files/shelter/2018/06/201806231506543.jpg,종료(반환),M,치주염이 조금 있음,6(Kg),
2017(년생),경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소,055-749-6134,진주시청,흰색+갈색,448531201800211,http://www.animal.go.kr/files/shelter/2018/06/201806241406571_s.jpg,20180623,진주시 초장동 해모로아파트 내,[개] 믹스견,N,20180702,경남-진주-2018-00204,20180624,055-749-6203,경상남도 진주시,http://www.animal.go.kr/files/shelter/2018/06/201806241406571.jpg,보호중,M,순함,4.5(Kg),
2018(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,054-771-0055,경주시,아이보리,447505201800702,http://www.animal.go.kr/files/shelter/2018/06/20180623220631_s.jpg,20180623,외동119,[개] 믹스견,U,20180704,경북-경주-2018-00525,20180624,054-779-6303,경상북도 경주시,http://www.animal.go.kr/files/shelter/2018/06/20180623220631.jpg,종료(입양),F, ,2(Kg),
2017(년생),전라북도 부안군 부안읍 번영로 185 (부안읍/ 르노삼성자동차) 연합동물병원,연합동물병원,010-3652-8183,부안군,흰색,445479201800085,http://www.animal.go.kr/files/shelter/2018/06/201806241206605_s.jpg,20180623,부안버스터미널 부근 신발나라,[개] 진도견,U,20180705,전북-부안-2018-00078,20180624,063-580-4499,전라북도 부안군,http://www.animal.go.kr/files/shelter/2018/06/201806241206605.jpeg,종료(반환),F,없음,12(Kg),
2016(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,052-238-6113,정다재,투톤,431373201800399,http://www.animal.go.kr/files/shelter/2018/06/201806240906548_s.jpg,20180623,상북면지내리못안길84,[개] 콜리,N,20180704,울산-울주-2018-00311,20180624,052-204-1633,울산광역시 울주군,http://www.animal.go.kr/files/shelter/2018/06/201806240906548.jpg,종료(자연사),F,탈수 탈진 호흡불균형 눈꼽,42(Kg),
2017(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,052-238-6113,정다재,갈색,431373201800398,http://www.animal.go.kr/files/shelter/2018/06/201806240906753_s.jpg,20180623,온양읍 옹기박물관앞,[개] 믹스견,N,20180704,울산-울주-2018-00310,20180624,052-204-1633,울산광역시 울주군,http://www.animal.go.kr/files/shelter/2018/06/201806240906753.jpg,보호중,F,어깨줄착용 순함,15(Kg),
